poltype	hbtype	occurence
3VAL	SuperRing_1	0.96
3VAL	SuperRing_2	0.64
3VAL	SuperRing_3	0.34
2THR	SuperRing_1	0.86
2THR	SuperRing_2	0.55
2THR	SuperRing_3	0.38
1ALAGLY	SuperRing_1	0.87
1ALAGLY	SuperRing_2	0.74
1ALAGLY	SuperRing_3	0.68
1ALA	SuperRing_1	0.9
1ALA	SuperRing_2	0.83
1ALA	SuperRing_3	0.85
1GLY	SuperRing_1	0.56
1GLY	SuperRing_2	0.52
1GLY	SuperRing_3	0.52
2ASN	SuperRing_1	0.93
2ASN	SuperRing_2	0.7
2ASN	SuperRing_3	0.47
3ILE	SuperRing_1	0.75
3ILE	SuperRing_2	0.92
3ILE	SuperRing_3	0.82
