poltype	hbtype	occurence
3VAL	SuperRing_1	0.94
3VAL	SuperRing_2	0.76
3VAL	SuperRing_3	0.22
2THR	SuperRing_1	0.49
2THR	SuperRing_2	0.39
2THR	SuperRing_3	0.4
1ALAGLY	SuperRing_1	0.82
1ALAGLY	SuperRing_2	0.69
1ALAGLY	SuperRing_3	0.74
1ALA	SuperRing_1	0.93
1ALA	SuperRing_2	0.84
1ALA	SuperRing_3	0.62
1GLY	SuperRing_1	0.44
1GLY	SuperRing_2	0.52
1GLY	SuperRing_3	0.61
2ASN	SuperRing_1	0.9
2ASN	SuperRing_2	0.66
2ASN	SuperRing_3	0.54
3ILE	SuperRing_1	0.74
3ILE	SuperRing_2	0.84
3ILE	SuperRing_3	0.64
