category	polymer	mean	std
Complete	polyala-gly	16239.418916666667	772.1029219589849
Complete	polyala_constrained	19666.197983333335	817.4472760269967
Complete	polyalanine_default	19470.225266666668	1377.0013078366735
Complete	polyasparagine	13653.677799999998	1453.4260756505953
Complete	polygly_constrained	17388.558366666668	2773.1030437655095
Complete	polyglycine	16828.293083333334	4014.157501999299
Complete	polyisoleucine	12013.9711	2276.316793010778
Complete	polythreonine	10629.487249999998	425.09510625760214
Complete	polyvaline	8905.531183333333	271.32384294333656
Complete	polyisoleucine_turing	10561.6865	0.0
Complete	polyisoleucine_78	9146.8858	0.0
Complete	polyisoleucine_server191	10710.1929	0.0
1stpeak	polyala-gly	10283.853533333333	233.49443922349417
1stpeak	polyala_constrained	11633.387616666667	473.63781190421196
1stpeak	polyalanine_default	11445.1226	593.7345938007206
1stpeak	polyasparagine	8259.952083333334	1457.7647247244383
1stpeak	polygly_constrained	6648.432833333333	378.3479466900768
1stpeak	polyglycine	6723.966316666668	820.6428287914806
1stpeak	polyisoleucine	7842.839350000002	1185.422254935732
1stpeak	polythreonine	6232.436483333334	601.2881410371801
1stpeak	polyvaline	5948.954833333333	129.37981366912365
1stpeak	polyisoleucine_turing	5693.72705	0.0
1stpeak	polyisoleucine_78	5922.115349999999	0.0
1stpeak	polyisoleucine_server191	5866.1534999999985	0.0
2aadist	polyala-gly	10570.4124	156.31405533900877
2aadist	polyala_constrained	11976.094766666667	499.9724007703166
2aadist	polyalanine_default	11613.573816666665	648.5787035811593
2aadist	polyasparagine	8213.469933333336	1370.8869485285013
2aadist	polygly_constrained	11902.771049999998	824.5603955666755
2aadist	polyglycine	10417.601833333334	1753.1705168167339
2aadist	polyisoleucine	7265.7759	674.3647779508411
2aadist	polythreonine	6786.100350000001	507.0292744783941
2aadist	polyvaline	6095.372583333333	228.3362419231491
2aadist	polyisoleucine_turing	5605.1259	0.0
2aadist	polyisoleucine_78	6008.8497499999985	0.0
2aadist	polyisoleucine_server191	6230.304749999998	0.0
