"","displacement","forcedispav","forcera20"
"1",0,131.005,153.893650069286
"2",0.261784840645703,NA,369.903255002472
"3",0.116029261886791,NA,74.4029527765211
"4",-0.0950647766336914,NA,NA
"5",0.181002087637779,NA,180.007083893315
"6",0.231353255136,NA,253.737026108031
"7",0.114725321370628,NA,71.0403005986597
"8",0.139833753948505,NA,197.525048304309
"9",0.208025202617543,NA,199.047457057953
"10",0.0500699072951569,NA,146.389861785155
"11",0.316028248721494,NA,213.525663246312
"12",0.177064860372667,NA,108.28416628712
"13",0.118044674508539,NA,70.2254627778131
"14",0.134992267888453,NA,198.113905427534
"15",-0.116733945276188,NA,NA
"16",-0.00118899860875388,NA,130.334222402623
"17",-0.0637477748093218,NA,144.883038515553
"18",0.0495691271639416,NA,135.771649530141
"19",0.113171980584459,NA,65.6656994818083
"20",0.0621884428758523,NA,104.619416467368
"21",0.0587534214491647,NA,112.652909884435
"22",0.160117811725955,NA,187.231955409683
"23",0.111636652245878,NA,64.4035028534359
"24",0.114073417484818,NA,63.896972937963
"25",-0.120423999246157,NA,NA
"26",-0.104155894877941,NA,NA
"27",0.176227361197279,NA,110.808706972883
"28",-0.0621613084199595,NA,142.436256802187
"29",0.0525448703958524,NA,145.814844177697
"30",0.0217351497580047,NA,127.209377643901
"31",0.24464125642405,NA,208.321651306682
"32",0.112252809133501,NA,66.714349597112
"33",0.0554390177978163,NA,116.31419825486
"34",-0.108677527833667,NA,NA
"35",0.0876152881241321,NA,151.798117998627
"36",0.0771026262281556,NA,111.203651568285
"37",0.169278034867855,NA,118.633029972808
"38",0.121785125477393,NA,104.915158111523
"39",0.178240671431412,NA,144.627762896674
"40",0.241776047242951,NA,212.575036841153
"41",0.0991205504159769,NA,119.94399056363
"42",0.0181839767124625,NA,142.16026711393
"43",0.327287540161358,NA,354.710355215664
"44",0.237481142187498,NA,210.709378847775
"45",0.233442326262871,NA,271.575585638519
"46",0.0958472198507412,NA,134.082437113346
"47",0.0807777000998762,NA,134.882259297035
"48",0.015582174267756,NA,149.667409589339
"49",0.00108017240284752,NA,157.590233558097
"50",0.0125190055799997,NA,152.88972466034
"51",0.19834983364704,NA,247.886738158343
"52",0.0937595034705598,NA,142.831159719661
"53",0.0490817185723529,NA,118.218719405294
"54",0.0569837770822446,NA,114.361531951284
"55",0.104284726558504,NA,98.6072755727274
"56",-0.0361701057928059,NA,140.705351751137
"57",-0.00281076813062064,NA,134.046511817878
"58",0.243638312652921,NA,199.049389559945
"59",0.195955889033748,NA,257.098016318189
"60",0.00703284935224957,NA,144.285270166563
"61",0.0173241921006593,NA,144.461322682237
"62",0.1089698043039,NA,71.95156751127
"63",0.117505059944463,NA,75.2978467115881
"64",0.292859968953078,NA,205.737373449212
"65",0.206800521362903,NA,165.834320096085
"66",-0.14483678510404,NA,NA
"67",0.0392608339164759,NA,104.717007950633
"68",0.174599286180488,NA,103.619211830071
"69",0.0891203925785149,NA,157.971765809486
"70",0.153315413486634,NA,226.705103881916
"71",0.316607384661975,NA,209.390547718632
"72",0.41646848522133,NA,392.542589855309
"73",0.208015907625448,NA,182.224908202986
"74",0.293064386273631,NA,201.353817819658
"75",0.247731609534117,NA,285.315019347328
"76",-0.103038856644591,NA,NA
"77",0.0324288736074223,NA,119.272071698846
"78",0.0841002178705246,NA,151.256630422748
"79",0.144474632828842,NA,183.733337492697
"80",0.137128421595186,NA,212.659742682951
"81",0.37216442922475,NA,400.129495047985
"82",0.133419165714912,NA,151.638017565776
"83",0.267145090744702,NA,330.903950710105
"84",0.00660991099465136,NA,148.21548647184
"85",0.118999422553433,NA,77.1742939805594
"86",0.172022128332994,NA,130.759576029223
"87",-0.109342448962348,NA,NA
"88",0.200643346715488,NA,204.140002405827
"89",0.0967674327173711,NA,122.221205705208
"90",0.164963119273017,NA,171.440874427328
"91",0.287672457908599,NA,158.520633299501
"92",0.0963639017158187,NA,134.46891403109
"93",0.161329558050531,NA,186.882926640724
"94",0.0235456191582877,NA,126.555454989885
"95",0.0822324682342295,NA,146.670585431955
"96",0.504287493428375,NA,487.694026520023
"97",0.168332577891299,NA,133.734586651178
"98",0.201308257078097,NA,190.69762007498
"99",0.106856843633675,NA,99.5949578760476
"100",0.343691878406142,NA,351.575534466242
"101",0.12828727752068,NA,131.530312819145
"102",0.182202537969452,NA,186.195875823691
"103",-0.234119530682278,NA,NA
"104",0.416966097423382,NA,421.434828804016
"105",0.389121377692129,NA,334.375276761814
"106",0.240194873410214,NA,207.151339988674
"107",0.0363884499328115,NA,113.881974850842
"108",0.425542845064157,NA,474.463495012574
"109",0.149287743691101,NA,198.575049021579
"110",0.158840805445115,NA,220.059440804546
"111",0.180769078873194,NA,172.850954324218
"112",-0.0642416028208714,NA,138.224456338184
"113",0.136627069048357,NA,218.586255209894
"114",0.309826000855644,NA,237.230172583662
"115",0.210201907161176,NA,202.990362414321
"116",0.105716112131965,NA,104.030894271396
"117",0.218510661701009,NA,216.604674088283
"118",0.296024883862614,NA,218.190107534961
"119",0.18550829993791,NA,210.046680364566
"120",0.43134366683366,NA,545.533787334134
"121",0.0648123069946731,NA,115.848006059891
"122",0.20834345680751,NA,212.490103449822
"123",0.115157731707663,NA,76.8021629501027
"124",0.218190312964079,NA,178.292238086018
"125",0.120246497489013,NA,80.4787793859434
"126",0.0907958795592734,NA,158.677774017279
"127",0.262310095646058,NA,362.149019266067
"128",0.0820775981965962,NA,138.584774102671
"129",0.335999859106561,NA,321.11278267722
"130",0.226159780255955,NA,260.444684863977
"131",0.18556153645717,NA,231.222538516481
