poltype	hbtype	occurence
3VAL	SuperRing_1	0.39
3VAL	SuperRing_2	0.54
3VAL	SuperRing_3	0.93
2THR	SuperRing_1	0.43
2THR	SuperRing_2	0.51
2THR	SuperRing_3	0.84
1ALAGLY	SuperRing_1	0.61
1ALAGLY	SuperRing_2	0.67
1ALAGLY	SuperRing_3	0.86
1ALA	SuperRing_1	0.82
1ALA	SuperRing_2	0.77
1ALA	SuperRing_3	0.89
1GLY	SuperRing_1	0.36
1GLY	SuperRing_2	0.42
1GLY	SuperRing_3	0.56
2ASN	SuperRing_1	0.58
2ASN	SuperRing_2	0.62
2ASN	SuperRing_3	0.54
3ILE	SuperRing_1	0.68
3ILE	SuperRing_2	0.71
3ILE	SuperRing_3	0.79
