poltype	hbtype	occurence
3VAL	SuperRing_1	0.17
3VAL	SuperRing_2	0.78
3VAL	SuperRing_3	0.75
2THR	SuperRing_1	0.28
2THR	SuperRing_2	0.18
2THR	SuperRing_3	0.22
1ALAGLY	SuperRing_1	0.72
1ALAGLY	SuperRing_2	0.66
1ALAGLY	SuperRing_3	0.8
1ALA	SuperRing_1	0.74
1ALA	SuperRing_2	0.82
1ALA	SuperRing_3	0.91
1GLY	SuperRing_1	0.51
1GLY	SuperRing_2	0.47
1GLY	SuperRing_3	0.47
2ASN	SuperRing_1	0.65
2ASN	SuperRing_2	0.76
2ASN	SuperRing_3	0.86
3ILE	SuperRing_1	0.49
3ILE	SuperRing_2	0.59
3ILE	SuperRing_3	0.91
