poltype	hbtype	occurence
3VAL	SuperRing_1	0.4
3VAL	SuperRing_2	0.83
3VAL	SuperRing_3	0.92
2THR	SuperRing_1	0.46
2THR	SuperRing_2	0.27
2THR	SuperRing_3	0.6
1ALAGLY	SuperRing_1	0.57
1ALAGLY	SuperRing_2	0.64
1ALAGLY	SuperRing_3	0.79
1ALA	SuperRing_1	0.71
1ALA	SuperRing_2	0.82
1ALA	SuperRing_3	0.86
1GLY	SuperRing_1	0.55
1GLY	SuperRing_2	0.59
1GLY	SuperRing_3	0.62
2ASN	SuperRing_1	0.27
2ASN	SuperRing_2	0.61
2ASN	SuperRing_3	0.96
3ILE	SuperRing_1	0.5
3ILE	SuperRing_2	0.47
3ILE	SuperRing_3	0.27
